endereco_geo,lat,lon
"Viaduto Vereador José Diniz, Santo Amaro, São Paulo, SP, Brasil",-23.628872,-46.6859032
"Avenida Washington Luís, Santo Amaro, São Paulo, SP, Brasil",-23.6526931,-46.6807582
"Rua Professor João de Oliveira Torres, Jardim Anália Franco, São Paulo, SP, Brasil",-23.5569381,-46.5622488
"Rua Doutor Roberto Moreira, Jardim Leonor, São Paulo, SP, Brasil",,
"Rua Geraldo Pacheco Valente, Jardim Campo Grande, São Paulo, SP, Brasil",,
"Rua Ferreira de Araújo, Pinheiros, São Paulo, SP, Brasil",-23.5660023,-46.698169
"Rua Ministro Gastão Mesquita, Perdizes, São Paulo, SP, Brasil",-23.5396888,-46.6784225
"Rua Heinrich Hertz, Cidade Monções, São Paulo, SP, Brasil",,
"Rua Morás, Vila Madalena, São Paulo, SP, Brasil",-23.5594143,-46.6926644
"Rua Nestor de Barros, Vila Santo Estevão, São Paulo, SP, Brasil",,
"Rua Ernesto de Oliveira, Jardim Vila Mariana, São Paulo, SP, Brasil",-23.592312,-46.6259489
"Avenida Jurucê, Indianópolis, São Paulo, SP, Brasil",-23.6075155,-46.6635568
"Rua Padre João Gonçalves, Pinheiros, São Paulo, SP, Brasil",-23.5599807,-46.687967
"Rua Arminda, Vila Olímpia, São Paulo, SP, Brasil",-23.5930524,-46.6735216
"Rua Saldanha da Gama, Alto da Lapa, São Paulo, SP, Brasil",-23.5294394,-46.713878
"Rua Redenção, Chácara Tatuapé, São Paulo, SP, Brasil",,
"Rua Padre João Gualberto, Imirim, São Paulo, SP, Brasil",,
"Rua Campo Comprido, Vila Romero, São Paulo, SP, Brasil",,
"Rua Ipojuca, Cidade Mãe do Céu, São Paulo, SP, Brasil",,
"Avenida Horácio Lafer, Itaim Bibi, São Paulo, SP, Brasil",-23.5869645,-46.6802086
"Rua Doutor Francisco José Longo, Chácara Inglesa, São Paulo, SP, Brasil",,
"Rua Carlos Vicari, Água Branca, São Paulo, SP, Brasil",,
"Avenida Iraí, Indianópolis, São Paulo, SP, Brasil",-23.6090974,-46.6650408
"Rua Sena Madureira, Vila Clementino, São Paulo, SP, Brasil",-23.5932814,-46.6457313
"Estrada de Itapecerica, Vila Prel, São Paulo, SP, Brasil",,
"Rua Taquari, Mooca, São Paulo, SP, Brasil",-23.5547276,-46.5999371
"Rua Doutor Theodoro Migliano, Parque dos Príncipes, São Paulo, SP, Brasil",,
"Rua Maria Daffre, Quinta da Paineira, São Paulo, SP, Brasil",,
"Rua Boa Vereda, Mooca, São Paulo, SP, Brasil",,
"Rua Américo Brasiliense, Chácara Santo Antônio (Zona Sul), São Paulo, SP, Brasil",,
"Rua Artur Thiré, Vila da Saúde, São Paulo, SP, Brasil",-23.6177428,-46.6282222
"Avenida São Valério, Jardim Guedala, São Paulo, SP, Brasil",,
"Rua Azevedo Soares, Vila Gomes Cardim, São Paulo, SP, Brasil",-23.5472404,-46.5579587
"Rua Marquês de Itu, Vila Buarque, São Paulo, SP, Brasil",-23.5438654,-46.6455922
"Rua Guihei Vatanabe, Vila Progredior, São Paulo, SP, Brasil",,
"Rua Diana, Perdizes, São Paulo, SP, Brasil",-23.5337872,-46.681637
"Rua Doutor Paulo Ribeiro Coelho, Jardim Ester Yolanda, São Paulo, SP, Brasil",,
"Rua Valdir Niemeyer, Sumaré, São Paulo, SP, Brasil",-23.5456627,-46.6903905
"Rua Doutor Amando Franco Soares Caiuby, Parque Bairro Morumbi, São Paulo, SP, Brasil",,
"Rua Serra de Bragança, Vila Gomes Cardim, São Paulo, SP, Brasil",-23.5433544,-46.5601
"Avenida Amarilis, Cidade Jardim, São Paulo, SP, Brasil",-23.5900983,-46.7016911
"Rua São José, Santo Amaro, São Paulo, SP, Brasil",-23.6481403,-46.6972778
"Rua Dom Armando Lombardi, Vila Progredior, São Paulo, SP, Brasil",,
"Rua Agnaldo Manuel dos Santos, Jardim Vila Mariana, São Paulo, SP, Brasil",-23.5916754,-46.6243197
"Rua Guandu, Vila Regente Feijó, São Paulo, SP, Brasil",,
"Rua Rodesia, Sumarezinho, São Paulo, SP, Brasil",-23.5503845,-46.6896235
"Rua Dionísio da Costa, Vila Mariana, São Paulo, SP, Brasil",-23.5896868,-46.6260454
"Rua Wilson Vallim, Vila São Paulo, São Paulo, SP, Brasil",-23.6578474,-46.6687418
"Rua Gertrudes, Vila Medeiros, São Paulo, SP, Brasil",-23.4820535,-46.5859048
"Rua Alcacer, Vila Granada, São Paulo, SP, Brasil",-23.5253465,-46.5146501
"Rua Professor Aldo Locatelli, Vila Zat, São Paulo, SP, Brasil",,
"Rua Conde D'Eu, Santo Amaro, São Paulo, SP, Brasil",-23.6501787,-46.6978666
"Avenida Mário Lopes Leão, Santo Amaro, São Paulo, SP, Brasil",-23.6498003,-46.7055082
"Rua Doutor Gabriel dos Santos, Santa Cecília, São Paulo, SP, Brasil",-23.5359083,-46.6594592
"Rua Salvador Cardoso, Itaim Bibi, São Paulo, SP, Brasil",-23.5871101,-46.6856149
"Avenida Engenheiro Alberto de Zagottis, Jardim Taquaral, São Paulo, SP, Brasil",,
"Rua Luís Molina, Jardim Vila Mariana, São Paulo, SP, Brasil",-23.590657,-46.6236722
"Rua Doutor Eduardo Amaro, Paraíso, São Paulo, SP, Brasil",-23.5753023,-46.6377065
"Rua Açaraí, Jardim Guedala, São Paulo, SP, Brasil",,
"Rua Oscar Caravelas, Sumarezinho, São Paulo, SP, Brasil",,
"Rua Cândido Lacerda, Vila Regente Feijó, São Paulo, SP, Brasil",,
"Rua Professor Tamandaré Toledo, Itaim Bibi, São Paulo, SP, Brasil",-23.5835348,-46.6748838
"Rua Júpiter, Aclimação, São Paulo, SP, Brasil",-23.5731228,-46.6354498
"Rua São João Dássio, Vila Dom Pedro II, São Paulo, SP, Brasil",,
"Rua Antônio Pacheco Valente, Santo Amaro, São Paulo, SP, Brasil",-23.6248157,-46.6957802
"Rua Pascoal Vita, Vila Madalena, São Paulo, SP, Brasil",,
"Rua Amaro Bezerra Cavalcanti, Vila Matilde, São Paulo, SP, Brasil",-23.53321,-46.5238029
"Rua Professor Filadelfo Azevedo, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Rua Edson, Campo Belo, São Paulo, SP, Brasil",-23.6232883,-46.6738372
"Rua Ministro Coriolano de Gois, Jardim Marajoara, São Paulo, SP, Brasil",-23.655213,-46.6840676
"Rua Felício Pereira, Jardim Piqueroby, São Paulo, SP, Brasil",,
"Rua Barra Mansa, Jardim Franca, São Paulo, SP, Brasil",-23.4782167,-46.6115243
"Rua Massacá, Alto de Pinheiros, São Paulo, SP, Brasil",-23.5537573,-46.7141679
"Rua Antônio Bicudo, Pinheiros, São Paulo, SP, Brasil",-23.5661491,-46.6884589
"Rua Domingos da Fonseca, Mooca, São Paulo, SP, Brasil",-23.575663,-46.5905313
"Rua Coronel Joviniano Brandão, Vila Prudente, São Paulo, SP, Brasil",,
"Rua Santa Madalena, Bela Vista, São Paulo, SP, Brasil",-23.5633588,-46.6421332
"Rua Doutor Nicolau de Sousa Queirós, Vila Mariana, São Paulo, SP, Brasil",-23.5778846,-46.6390131
"Rua Silva Correia, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Alameda dos Uapês, Planalto Paulista, São Paulo, SP, Brasil",-23.6130995,-46.6486139
"Rua São Benedito, Chácara Gaivotas, São Paulo, SP, Brasil",,
"Rua Geórgia, Brooklin Paulista, São Paulo, SP, Brasil",,
"Rua Resedá, Cidade Jardim, São Paulo, SP, Brasil",-23.5950703,-46.6988455
"Rua Todos os Santos, Jardim Everest, São Paulo, SP, Brasil",,
"Rua Itapacurai, Paraíso do Morumbi, São Paulo, SP, Brasil",,
"Rua Professor Artur Ramos, Jardim Paulistano, São Paulo, SP, Brasil",,
"Rua Euclides Pacheco, Vila Gomes Cardim, São Paulo, SP, Brasil",-23.5474393,-46.5645288
"Rua Professor Moniz, Alto de Pinheiros, São Paulo, SP, Brasil",-23.5557423,-46.7000389
"Rua Sabará, Higienópolis, São Paulo, SP, Brasil",-23.5446844,-46.6537345
"Rua Nanuque, Vila Leopoldina, São Paulo, SP, Brasil",-23.530982,-46.7256945
"Rua Soares de Faria, Jabaquara, São Paulo, SP, Brasil",,
"Rua Marieta Pederneiras Vampre, Jardim Ester Yolanda, São Paulo, SP, Brasil",,
"Rua Doutor José Áureo Bustamante, Santo Amaro, São Paulo, SP, Brasil",-23.6268944,-46.6961616
"Rua Melo Palheta, Água Branca, São Paulo, SP, Brasil",,
"Rua Engenheiro Mário Pamponet, Vila Madalena, São Paulo, SP, Brasil",,
"Avenida Prefeito Fábio Prado, Jardim Vila Mariana, São Paulo, SP, Brasil",-23.591253,-46.629281
"Rua Professora Carolina Ribeiro, Jardim Vila Mariana, São Paulo, SP, Brasil",-23.5919707,-46.6291807
"Rua Jean Sibelius, Jardim Paulistano, São Paulo, SP, Brasil",,
"Rua Olímpia de Almeida Prado, Barra Funda, São Paulo, SP, Brasil",,
"Rua Bragança, Pacaembu, São Paulo, SP, Brasil",-23.1869958,-46.8565739
"Rua Arataca, Chácara Monte Alegre, São Paulo, SP, Brasil",-23.6466366,-46.6786112
"Rua Bem-te-vi, Cantinho do Céu, São Paulo, SP, Brasil",-23.7448224,-46.6581424
"Rua Barão de Jaceguai, Campo Belo, São Paulo, SP, Brasil",-23.6256697,-46.6797248
"Rua Áurea, Vila Mariana, São Paulo, SP, Brasil",-23.5880246,-46.6451611
"Rua Pascoal Del Gaizo, Pinheiros, São Paulo, SP, Brasil",-23.5646676,-46.6833869
"Alameda dos Nhambiquaras, Indianópolis, São Paulo, SP, Brasil",-23.6142938,-46.6661956
"Rua Professor Sousa Barros, Vila Guarani (Z Sul), São Paulo, SP, Brasil",,
"Rua Napoleão de Barros, Vila Clementino, São Paulo, SP, Brasil",-23.5976607,-46.6439932
"Avenida Pompéia, Vila Pompéia, São Paulo, SP, Brasil",-23.5374426,-46.6901993
"Rua Pensilvânia, Cidade Monções, São Paulo, SP, Brasil",,
"Rua Tupi, Santa Cecília, São Paulo, SP, Brasil",-23.5350611,-46.6614614
"Rua Jacunda, Jardim Panorama, São Paulo, SP, Brasil",,
"Avenida Mofarrej, Vila Leopoldina, São Paulo, SP, Brasil",-23.5287909,-46.7422313
"Rua Nicolau Gagliardi, Pinheiros, São Paulo, SP, Brasil",-23.5611577,-46.7002684
"Rua Backer, Cambuci, São Paulo, SP, Brasil",-23.566871,-46.6203016
"Rua Vargem Grande, Tatuapé, São Paulo, SP, Brasil",-23.5399477,-46.5614701
"Rua Grajaú, Sumaré, São Paulo, SP, Brasil",-23.5459632,-46.6782038
"Praça da República, República, São Paulo, SP, Brasil",-23.5431712,-46.6425205
"Rua General Sousa Neto, Vila Aricanduva, São Paulo, SP, Brasil",,
"Rua Romilda Margarita Gabriel, Itaim Bibi, São Paulo, SP, Brasil",,
"Rua Doutor James Ferraz Alvim, Vila Suzana, São Paulo, SP, Brasil",,
"Avenida Angélica, Higienópolis, São Paulo, SP, Brasil",-23.5441031,-46.6568986
"Rua Joseph Nigri, Água Branca, São Paulo, SP, Brasil",,
"Rua Alves Pontual, Granja Julieta, São Paulo, SP, Brasil",,
"Rua Job Lane, Jardim Petrópolis, São Paulo, SP, Brasil",-23.6355578,-46.6856245
"Rua Natingui, Vila Madalena, São Paulo, SP, Brasil",-23.559392,-46.6990863
"Rua das Barcas, Jardim dos Estados, São Paulo, SP, Brasil",-23.6386265,-46.685638
"Rua Cidade de Rio Pardo, Vila Andrade, São Paulo, SP, Brasil",-23.6288692,-46.7403069
"Rua Serra de Juréa, Cidade Mãe do Céu, São Paulo, SP, Brasil",,
"Rua Américo Alves Pereira Filho, Vila Morumbi, São Paulo, SP, Brasil",,
"Rua Eça de Queiróz, Vila Mariana, São Paulo, SP, Brasil",-23.5795504,-46.6450462
"Rua Doutor Antônio Bento, Santo Amaro, São Paulo, SP, Brasil",-23.6453481,-46.7021799
"Rua Doutor Procópio Ribeiro dos Santos, Jardim Marajoara, São Paulo, SP, Brasil",-23.6550745,-46.6852145
"Rua Marechal Bina Machado, Jardim Marajoara, São Paulo, SP, Brasil",-23.6551599,-46.6865926
"Rua João Lourenço, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Rua Copacabana, Santa Teresinha, São Paulo, SP, Brasil",-23.4936212,-46.6382477
"Rua Marcus Pereira, Vila Suzana, São Paulo, SP, Brasil",,
"Rua da Mata, Itaim Bibi, São Paulo, SP, Brasil",-23.5800907,-46.6759849
"Rua Coronel Joaquim de Freitas, Sítio do Morro, São Paulo, SP, Brasil",,
"Avenida das Nações Unidas, Chácara Itaim, São Paulo, SP, Brasil",-23.6204519,-46.7006298
"Rua Artur de Azevedo, Cerqueira César, São Paulo, SP, Brasil",-23.557695,-46.6734865
"Rua Ulisses Cruz, Tatuapé, São Paulo, SP, Brasil",-23.5288149,-46.5777339
"Avenida Nossa Senhora do Sabará, Vila Sofia, São Paulo, SP, Brasil",,
"Avenida Brigadeiro Faria Lima, Itaim Bibi, São Paulo, SP, Brasil",-23.5847253,-46.6830017
"Rua Juventus, Parque da Mooca, São Paulo, SP, Brasil",-23.5703422,-46.5912575
"Avenida Vital Brasil, Butantã, São Paulo, SP, Brasil",-23.569557,-46.7140422
"Avenida Cecília Lottemberg, Chácara Santo Antônio (Zona Sul), São Paulo, SP, Brasil",,
"Rua Dina, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Rua Cesário Alvim, Belenzinho, São Paulo, SP, Brasil",,
"Viela Itu, Vila Caraguatá, São Paulo, SP, Brasil",,
"Rua Saint Hilaire, Jardim Paulista, São Paulo, SP, Brasil",-23.5707975,-46.654252
"Rua do Carreiro de Pedra, Jardim Caravelas, São Paulo, SP, Brasil",,
"Rua Desembargador Aragão, Vila Mariana, São Paulo, SP, Brasil",-23.5931106,-46.6310858
"Rua Honduras, Jardim Paulista, São Paulo, SP, Brasil",-23.5752303,-46.6618345
"Avenida José Galante, Vila Suzana, São Paulo, SP, Brasil",,
"Rua William Furneau, Pirituba, São Paulo, SP, Brasil",,
"Rua Lacedemônia, Jardim Brasil (Zona Sul), São Paulo, SP, Brasil",,
"Avenida Agami, Moema, São Paulo, SP, Brasil",-23.6004423,-46.6602647
"Rua Urimonduba, Itaim Bibi, São Paulo, SP, Brasil",-23.5782275,-46.6726907
"Rua Praia do Castelo, Vila Mascote, São Paulo, SP, Brasil",-23.6468649,-46.6687691
"Rua Sergipe, Consolação, São Paulo, SP, Brasil",-23.5500142,-46.6547483
"Rua Filipe Camarão, Tatuapé, São Paulo, SP, Brasil",-23.5387233,-46.5794326
"Rua José Antônio Morais, Jardim Petrópolis, São Paulo, SP, Brasil",-23.6317667,-46.6874814
"Rua Sapucaia, Alto da Mooca, São Paulo, SP, Brasil",,
"Rua Deputado Laércio Corte, Paraíso do Morumbi, São Paulo, SP, Brasil",,
"Rua Gaspar Moreira, Butantã, São Paulo, SP, Brasil",-23.5623002,-46.7075732
"Rua Doutor João Neves Neto, Jardim Guedala, São Paulo, SP, Brasil",,
"Rua Antônio de Lucena, Chácara Califórnia, São Paulo, SP, Brasil",,
"Avenida Miguel Estefno, Saúde, São Paulo, SP, Brasil",-23.6214539,-46.6317704
"Rua Professor Campos de Oliveira, Jardim Taquaral, São Paulo, SP, Brasil",,
"Praça Ituzaingo, Vila Regente Feijó, São Paulo, SP, Brasil",,
"Rua Joel Jorge de Melo, Vila Mariana, São Paulo, SP, Brasil",-23.5989252,-46.633575
"Rua Voltaire, Jardim Vila Mariana, São Paulo, SP, Brasil",-23.5945618,-46.626311
"Avenida das Acácias, Cidade Jardim, São Paulo, SP, Brasil",-23.5877147,-46.6966876
"Rua Antônio de Macedo Soares, Campo Belo, São Paulo, SP, Brasil",-23.6165886,-46.6698531
"Rua Ministro Nelson Hungria, Vila Tramontano, São Paulo, SP, Brasil",,
"Avenida IV Centenário, Jardim Luzitânia, São Paulo, SP, Brasil",,
"Rua Correia de Oliveira, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Avenida Adolfo Pinheiro, Santo Amaro, São Paulo, SP, Brasil",-23.6495952,-46.7038136
"Rua das Mangabeiras, Santa Cecília, São Paulo, SP, Brasil",,
"Avenida Piassanguaba, Planalto Paulista, São Paulo, SP, Brasil",-23.624099,-46.6434401
"Avenida das Nações Unidas, Vila Gertrudes, São Paulo, SP, Brasil",,
"Rua Isabel de Castela, Vila Madalena, São Paulo, SP, Brasil",,
"Rua Luís Ferreira de Barros, Vila Universitária, São Paulo, SP, Brasil",,
"Rua Ziembinski, Alto da Lapa, São Paulo, SP, Brasil",,
"Avenida Engenheiro Heitor Antônio Eiras Garcia, Jardim Esmeralda, São Paulo, SP, Brasil",-23.582771,-46.7497805
"Rua José de Oliveira Coelho, Vila Andrade, São Paulo, SP, Brasil",-23.6278774,-46.7389337
"Rua Nove de Julho, Santo Amaro, São Paulo, SP, Brasil",-23.6454231,-46.6985127
"Alameda dos Jaúnas, Moema, São Paulo, SP, Brasil",-23.5985194,-46.6620209
"Rua Caiubi, Perdizes, São Paulo, SP, Brasil",-23.5420649,-46.6693471
"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo, SP, Brasil",,
"Rua Paraguaçu, Perdizes, São Paulo, SP, Brasil",-23.5343737,-46.6666741
"Rua Valério de Carvalho, Pinheiros, São Paulo, SP, Brasil",-23.5686324,-46.6939212
"Rua Colatino Marques, Jardim Paulista, São Paulo, SP, Brasil",,
"Rua Desembargador Andrade Pinto, Parque Maria Luiza, São Paulo, SP, Brasil",,
"Rua Domingos Leme, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Alameda Sarutaiá, Jardim Paulista, São Paulo, SP, Brasil",-23.5696534,-46.6539839
"Rua Regina Badra, Jardim dos Estados, São Paulo, SP, Brasil",-23.6415556,-46.6882291
"Praça Germânia, Jardim Europa, São Paulo, SP, Brasil",-23.5799836,-46.6926677
"Rua Joel Carlos Borges, Cidade Monções, São Paulo, SP, Brasil",,
"Rua do Livramento, Vila Mariana, São Paulo, SP, Brasil",-23.5787892,-46.651151
"Rua Forte William, Jardim Fonte do Morumbi, São Paulo, SP, Brasil",,
"Rua Aperca, Boaçava, São Paulo, SP, Brasil",,
"Rua Agissê, Jardim das Bandeiras, São Paulo, SP, Brasil",,
"Rua Vigário Albernaz, Vila Gumercindo, São Paulo, SP, Brasil",-23.6061372,-46.6224411
"Avenida Giovanni Gronchi, Vila Andrade, São Paulo, SP, Brasil",-23.6385881,-46.7367546
"Rua Professor Pedreira de Freitas, Tatuapé, São Paulo, SP, Brasil",-23.5505566,-46.5584626
"Rua Atibaia, Pacaembu, São Paulo, SP, Brasil",-23.1836377,-46.8572268
"Rua Oscar Gomes Cardim, Vila Cordeiro, São Paulo, SP, Brasil",,
"Rua Camburiú, Vila Ipojuca, São Paulo, SP, Brasil",-23.537372,-46.7090879
"Rua Laplace, Brooklin Paulista, São Paulo, SP, Brasil",,
"Rua Nelson Gama de Oliveira, Vila Andrade, São Paulo, SP, Brasil",-23.6288692,-46.7403069
"Avenida Engenheiro Thomaz Magalhães, Sítio da Figueira, São Paulo, SP, Brasil",,
"Rua Barão de Iguape, Liberdade, São Paulo, SP, Brasil",-23.5580374,-46.6295922
"Rua Alexandre Benois, Vila Andrade, São Paulo, SP, Brasil",-23.6360019,-46.7378043
"Rua Getúlio Soares da Rocha, Jardim das Acácias, São Paulo, SP, Brasil",,
"Rua Pedroso, Bela Vista, São Paulo, SP, Brasil",-23.562626,-46.6406565
"Rua Antônio Fóster, Vila Socorro, São Paulo, SP, Brasil",,
"Rua Inácio Manuel Álvares, Jardim Ester, São Paulo, SP, Brasil",-23.5815272,-46.7676072
"Rua Desembargador Ulisses Dória, Jardim Sílvia (Zona Oeste), São Paulo, SP, Brasil",,
"Rua Lourenço de Almeida, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Rua Itapaiuna, Parque do Morumbi, São Paulo, SP, Brasil",,
"Rua Luís Murat, Jardim das Bandeiras, São Paulo, SP, Brasil",,
"Rua José Augusto Penteado, Sumaré, São Paulo, SP, Brasil",-23.546106,-46.6898796
"Rua Cayowaá, Perdizes, São Paulo, SP, Brasil",-23.5313095,-46.6784746
"Rua Barretos, Alto da Mooca, São Paulo, SP, Brasil",,
"Avenida Marginal do Rio Pinheiros, Cidade Jardim, São Paulo, SP, Brasil",-23.5748531,-46.6991747
"Rua General Lecor, Ipiranga, São Paulo, SP, Brasil",-23.5910424,-46.5965748
"Rua Catarina Braida, Mooca, São Paulo, SP, Brasil",-23.5529481,-46.5949286
"Rua Doutor Rafael de Barros, Paraíso, São Paulo, SP, Brasil",-23.5730372,-46.6474607
"Rua Madalena, Vila Madalena, São Paulo, SP, Brasil",-23.5535358,-46.6873609
"Rua Reverendo Miguel Rizzo Júnior, Jardim Morumbi, São Paulo, SP, Brasil",,
"Rua Francisco da Cunha Menezes, Jardim Santa Lucrécia, São Paulo, SP, Brasil",,
"Rua Domingos Fernandes, Vila Nova Conceição, São Paulo, SP, Brasil",,
"Avenida Morumbi, Morumbi, São Paulo, SP, Brasil",-23.5758391,-46.7064956
"Rua Miragaia, Butantã, São Paulo, SP, Brasil",-23.5739184,-46.7073287
"Travessa Waldemar Mainardi, Vila Olímpia, São Paulo, SP, Brasil",-23.598686,-46.6799796
"Rua Coronel Mursa, Brás, São Paulo, SP, Brasil",-23.5488011,-46.6166353
"Avenida Higienópolis, Higienópolis, São Paulo, SP, Brasil",-23.5448678,-46.653408
"Rua Groenlândia, Jardim América, São Paulo, SP, Brasil",,
"Avenida Chibarás, Moema, São Paulo, SP, Brasil",-23.6020867,-46.659944
"Rua Itapura, Vila Gomes Cardim, São Paulo, SP, Brasil",-23.5402584,-46.5675308
"Rua Jandiatuba, Vila Andrade, São Paulo, SP, Brasil",-23.630801,-46.7346806
"Praça Dom Justino José Sant'Ana, Tatuapé, São Paulo, SP, Brasil",,
"Praça Américo Jacomino, Sumarezinho, São Paulo, SP, Brasil",,
"Rua Castelhano, Vila Andrade, São Paulo, SP, Brasil",-23.6314476,-46.7386182
"Rua Araújo, República, São Paulo, SP, Brasil",-23.5466751,-46.6450831
"Rua Camargo Cabral, Itaim Bibi, São Paulo, SP, Brasil",-23.5841919,-46.6866709
"Rua Fidalga, Pinheiros, São Paulo, SP, Brasil",-23.5582596,-46.6885754
"Rua Julieta Espírito Santo Pinheiro, Jardim Olympia, São Paulo, SP, Brasil",,
"Rua Tupanaci, Vila Gumercindo, São Paulo, SP, Brasil",-23.6056926,-46.6190784
"Rua Fernandes de Abreu, Chácara Itaim, São Paulo, SP, Brasil",,
"Rua Carlos Millan, Jardim Europa, São Paulo, SP, Brasil",-23.5780812,-46.690663
"Rua Ibituruna, Parque Imperial, São Paulo, SP, Brasil",-23.6231581,-46.6325251
"Rua Nicolau Barreto, Vila Cordeiro, São Paulo, SP, Brasil",,
"Alameda Gabriel Monteiro da Silva, Jardim América, São Paulo, SP, Brasil",-23.5644672,-46.6758845
"Rua Baronesa de Itu, Santa Cecília, São Paulo, SP, Brasil",-23.5397032,-46.6559762
"Rua Doutor Mário Ferraz, Jardim Paulistano, São Paulo, SP, Brasil",,
"Rua Manuel Ribeiro da Cruz, Chácara Santo Antônio (Zona Sul), São Paulo, SP, Brasil",,
"Avenida Sargento Geraldo Sant'Ana, Jardim Taquaral, São Paulo, SP, Brasil",,
"Rua Doutor Seráfico de Assis Carvalho, Jardim Leonor, São Paulo, SP, Brasil",,
"Rua Graúna, Vila Uberabinha, São Paulo, SP, Brasil",,
"Rua Manoel Carneiro Silva, Bosque da Saúde, São Paulo, SP, Brasil",-23.6142036,-46.626276
"Avenida Raimundo Pereira de Magalhães, Vila Anastácio, São Paulo, SP, Brasil",-23.5104501,-46.7140085
"Rua Santa Mafalda, Chácara Seis de Outubro, São Paulo, SP, Brasil",,
"Rua Joaquim Antunes, Pinheiros, São Paulo, SP, Brasil",-23.56674,-46.6794852
"Rua Paiaguás, Vila Congonhas, São Paulo, SP, Brasil",,
"Rua Catipara, Brooklin Paulista, São Paulo, SP, Brasil",,
"Praça Doutor João Guilherme Flocke, Vila Madalena, São Paulo, SP, Brasil",,
"Rua Lopes Neto, Itaim Bibi, São Paulo, SP, Brasil",-23.5865806,-46.6836673
"Rua Pedro Pomponazzi, Jardim Vila Mariana, São Paulo, SP, Brasil",-23.5899666,-46.6285601
"Avenida Angélica, Consolação, São Paulo, SP, Brasil",-23.549635,-46.6596534
"Rua Ibitirama, Vila Prudente, São Paulo, SP, Brasil",-23.5868367,-46.5846413
"Rua José Vicente de Azevedo, Vila Mariana, São Paulo, SP, Brasil",,
"Avenida do Cursino, Saúde, São Paulo, SP, Brasil",-23.6123545,-46.6177568
"Rua Bento de Andrade, Jardim Paulista, São Paulo, SP, Brasil",,
"Rua Barão de Cotegipe, Granja Julieta, São Paulo, SP, Brasil",,
"Rua Engenheiro Jean Buff, Jardim Paraíso, São Paulo, SP, Brasil",,
"Rua Cardoso de Almeida, Perdizes, São Paulo, SP, Brasil",-23.5361169,-46.6669473
"Rua Voluntários da Pátria, Santana, São Paulo, SP, Brasil",-23.5131179,-46.6263296
"Rua Artur Prado, Bela Vista, São Paulo, SP, Brasil",-23.564859,-46.6437258
"Rua Francisco José Rodrigues Neto, Jardim Vitória Régia, São Paulo, SP, Brasil",,
"Avenida Doutora Ruth Cardoso, Pinheiros, São Paulo, SP, Brasil",-23.5727472,-46.6993595
"Rua Pedro Doll, Santana, São Paulo, SP, Brasil",-23.4911351,-46.6307229
"Rua Emboabas, Brooklin Paulista, São Paulo, SP, Brasil",,
"Rua Pelotas, Vila Mariana, São Paulo, SP, Brasil",-23.5819843,-46.6453185
"Rua Frederic Chopin, Jardim Paulistano, São Paulo, SP, Brasil",,
"Rua das Begônias, Cidade Jardim, São Paulo, SP, Brasil",-23.595619,-46.6989791
"Avenida Doutora Ruth Cardoso, Jardim Universidade Pinheiros, São Paulo, SP, Brasil",,
"Rua Tenente Azevedo, Aclimação, São Paulo, SP, Brasil",-23.5656944,-46.6279365
"Avenida Engenheiro Eusébio Stevaux, Jurubatuba, São Paulo, SP, Brasil",,
"Rua Jorge Americano, Alto da Lapa, São Paulo, SP, Brasil",,
"Rua Espéria, Jardim Paulista, São Paulo, SP, Brasil",-23.575403,-46.6682404
"Rua Tobias Barreto, Alto da Mooca, São Paulo, SP, Brasil",,
"Avenida Mascote, Vila Mascote, São Paulo, SP, Brasil",-23.6486173,-46.6656941
"Rua Volter Wolthers, Vila Maria Alta, São Paulo, SP, Brasil",,
"Rua Estevão Baião, Vila Congonhas, São Paulo, SP, Brasil",,
"Rua Deputado Lacerda Franco, Pinheiros, São Paulo, SP, Brasil",-23.5630652,-46.6906417
"Rua Alexandre Levi, Cambuci, São Paulo, SP, Brasil",-23.558256,-46.6203464
"Rua Cipriano Barata, Ipiranga, São Paulo, SP, Brasil",-23.5839683,-46.6056331
"Rua Doutor José Pinto Azeredo, Vila Universitária, São Paulo, SP, Brasil",,
"Rua Aparaju, Parque da Mooca, São Paulo, SP, Brasil",-23.5788788,-46.589241
"Avenida Miguel Yunes, Usina Piratininga, São Paulo, SP, Brasil",-23.6879036,-46.6875011
"Rua Floresto Bandecchi, Jaguaré, São Paulo, SP, Brasil",-23.5452305,-46.753552
"Rua Fortunato Ferraz, Vila Anastácio, São Paulo, SP, Brasil",-23.5180199,-46.7170394
"Rua Doutor Fausto Ferraz, Bela Vista, São Paulo, SP, Brasil",-23.565795,-46.6462777
"Avenida Rubens Montanaro de Borba, Jardim Regis, São Paulo, SP, Brasil",,
"Rua Antônio Carlos, Consolação, São Paulo, SP, Brasil",-23.5551397,-46.6595316
"Rua Santo Arcádio, Jardim das Acácias, São Paulo, SP, Brasil",,
