geometry,name,shop,brand,brand:wikidata,disused:amenity,old_brand,old_name,opening_hours,brand:wikipedia,branch,addr:city,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,cuisine,alt_name,organic,wheelchair,changing_table,level,operator,website,payment:cash,payment:coins,payment:notes,loc_name,phone,payment:american_express,payment:credit_cards,payment:debit_cards,payment:maestro,payment:mastercard,payment:telephone_cards,payment:visa,payment:visa_debit,payment:visa_electron,addr:housename,addr:country,ref:vatin,internet_access,check_date:opening_hours,not:brand:wikidata,name:en,note,payment:elo,toilets:wheelchair,access,addr:state,contact:facebook,contact:phone,contact:website,name:pt,description,mapillary,old_alt_name,old_contact:website,wholesale,email,source,contact:instagram,contact:twitter,contact:youtube,operator:wikidata,operator:wikipedia,entrance,name:ja,old_name:pt,fax,gps,site_name,start_date,payment:pix,delivery,parking,addr:district,addr:subdistrict,air_conditioning,currency:BRL,disused:shop,amenity,female_owner,lgbtq,name:fr,bus,gtfs_id,highway,network,network:wikidata,route_ref,fuel:biogas,fuel:cng,fuel:electricity,toilets,toilets:access,building,check_date:currency:XBT,country,image,mobile,nat_name,official_name,payment:cards,payment:contactless,survey:date,payment:app,payment:apple_pay,second_hand,stroller,addr:floor,diet:vegan,diet:vegetarian,lunch,name:zh,landuse,self_checkout,height,building:levels,wikidata,wikipedia,wikipedia:pt,roof:colour,roof:shape,old_operator,short_name,fuel:diesel,fuel:ethanol,fuel:octane_87,fuel:octane_91,reg_name,barrier,contact:email,layer,opening_hours:covid19,payment:voucher_meal,payment:voucher,contact:whatsapp,disused:tourism,fixme,roof:material,fuel:octane_95,fuel:octane_98,fuel:etanol_comum,fuel:gasoline_87,self_service,compressed_air,old_loc_name,building:colour,payment:google_pay,building:levels:underground,surface,disused:office,contact:mobile,smoking,payment:sodexo,payment:prepaid_ticket,area,wikimedia_commons,building:material,building:use,cash_withdrawal,cash_withdrawal:currency,cash_withdrawal:foreign_cards,cash_withdrawal:purchase_minimum,cash_withdrawal:type,company,public_transport,indoor,dispensing,payment:nfc,room,roof:height,payment:edenred_card,payment:meal_voucher,payment:pluxee,payment:qr_code,payment:samsung_pay,payment:vr_alimentação,type
"POLYGON ((-46.7328347 -23.5091255, -46.7328535 -23.5092091, -46.7326194 -23.5092551, -46.7324029 -23.5092976, -46.7322929 -23.5093321, -46.7322366 -23.5092706, -46.7323044 -23.5092432, -46.7324217 -23.5092091, -46.7328347 -23.5091255))",Rodoil,convenience,,,,,,,,,São Paulo,600,05120-000,Avenida Manuel Domingos Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel,,,,,,,,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7101672 -23.5068366, -46.7098116 -23.5069248, -46.7098301 -23.5069874, -46.7101857 -23.5068992, -46.7101672 -23.5068366))",Shell Select,convenience,Shell Select,Q110716465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5218791 -23.5220734, -46.5219211 -23.5227376, -46.521844 -23.5227451, -46.5218484 -23.5228097, -46.5216944 -23.5228325, -46.5216876 -23.5228606, -46.5209852 -23.5229152, -46.5209803 -23.5228829, -46.5206187 -23.5229054, -46.5205767 -23.5229085, -46.5205648 -23.5225716, -46.5207216 -23.5225655, -46.5207091 -23.522409, -46.5207822 -23.5224023, -46.5207719 -23.522233, -46.5208448 -23.5222261, -46.5208347 -23.5221577, -46.5210098 -23.522138, -46.5210232 -23.522137, -46.5210366 -23.522136, -46.5210513 -23.5221346, -46.5218791 -23.5220734))",Atacadão,supermarket,Atacadão,Q2868739,,Carrefour,Carrefour,Mo-Sa 07:00-22:00; Su 08:00-20:00,pt:Atacadão,,São Paulo,2521,03653-000,Avenida Amador Bueno da Veiga,Penha de França,,,,,,,,Carrefour,,,,,Atacadão Penha,+55 11 4004 8899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrefour Penha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6501882 -23.4708443, -46.6497431 -23.4714718, -46.6496907 -23.4715018, -46.6490229 -23.4712436, -46.6492116 -23.4703337, -46.6501882 -23.4708443))",Andorinha Hiper Center,supermarket,,,,,,,,,São Paulo,2262,,Avenida Parada Pinto,Lauzane Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6581804 -23.6355491, -46.6580259 -23.6355417, -46.6580422 -23.6358471, -46.6583105 -23.6358434, -46.6583105 -23.6357819, -46.6583471 -23.6357577, -46.6583351 -23.6357427, -46.6583593 -23.6357223, -46.6581804 -23.6355491))",Extra,supermarket,Extra,Q5422131,,,,,pt:Extra (rede varejista),,,,,,,,,,,,,,,https://www.extra.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7278618 -23.5703591, -46.7278717 -23.5702521, -46.7278746 -23.5702205, -46.7278782 -23.5701808, -46.7278525 -23.5701894, -46.7277496 -23.5702238, -46.7277275 -23.5702312, -46.7277127 -23.5702375, -46.7277023 -23.5702447, -46.7276931 -23.5702538, -46.7276896 -23.57026, -46.7276877 -23.5702653, -46.7276886 -23.5702721, -46.7276932 -23.5702866, -46.7277021 -23.5702996, -46.7277162 -23.5703095, -46.7278291 -23.5703544, -46.7278611 -23.5703671, -46.7278618 -23.5703591))",Empório São Pedro,supermarket,,,,,,Mo-Su 07:30-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7276478 -23.5723767, -46.7276259 -23.5724576, -46.7276492 -23.572463, -46.7276427 -23.5724868, -46.7278663 -23.5725453, -46.7278636 -23.5725549, -46.7278997 -23.572563, -46.7279323 -23.5724418, -46.7276478 -23.5723767))",Instituto Baru,supermarket,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/institutobaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6215101 -23.488045, -46.6214765 -23.488087, -46.6214046 -23.4881767, -46.6213997 -23.4881829, -46.6214167 -23.4881926, -46.6213642 -23.4882579, -46.6215576 -23.4883919, -46.6216421 -23.4882882, -46.6218115 -23.4883227, -46.6220187 -23.4880686, -46.6219668 -23.4880323, -46.6219341 -23.4880764, -46.6218726 -23.4880575, -46.6218684 -23.4880622, -46.6218322 -23.4880401, -46.6218239 -23.488051, -46.6216516 -23.4879321, -46.621543 -23.4880683, -46.6215281 -23.4880578, -46.6215101 -23.488045))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,pt:Pão de Açúcar (supermercado brasileiro),,São Paulo,240,02333-000,Avenida Nova Cantareira,Jardim São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,8.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7453646 -23.5690438, -46.7452495 -23.5689662, -46.7452114 -23.5689406, -46.745164 -23.5689989, -46.7451176 -23.5690558, -46.7452793 -23.5691653, -46.7452832 -23.569168, -46.7452968 -23.5691508, -46.7454382 -23.5692457, -46.745504 -23.5691623, -46.7453517 -23.5690602, -46.7453646 -23.5690438))",Mini Mercado Extra,convenience,,,,,,,,,São Paulo,868,05359-000,Avenida Nossa Senhora de Assunção,Vila Butantã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,8.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7313932 -23.5774828, -46.7314441 -23.5773936, -46.7314509 -23.5773817, -46.731367 -23.5773362, -46.7312941 -23.5774512, -46.7312967 -23.5774552, -46.7313541 -23.5774832, -46.7313398 -23.5775069, -46.7313443 -23.5775113, -46.7313541 -23.5775201, -46.7313642 -23.5775283, -46.7313664 -23.5775298, -46.7313932 -23.5774828))",Mercado São Francisco,supermarket,,,,,,,,,São Paulo,20,05591-060,Avenida Professor Lucas de Assunção,Vila Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,3.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6655769 -23.5644045, -46.6658047 -23.564204, -46.665752 -23.5641549, -46.6654873 -23.5643959, -46.6655225 -23.5644299, -46.6655347 -23.5644417, -46.6655769 -23.5644045))",Casa Santa Luzia,supermarket,,,,,,Mo-Sa 07:30-20:30,,,São Paulo,1471,01424-005,Alameda Lorena,,,,,,yes,,,,https://www.santaluzia.com.br/,,,,,+55 11 3897-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sac@santaluzia.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,6.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.668278 -23.5613381, -46.6682342 -23.5612954, -46.6681898 -23.561252, -46.6681198 -23.5613128, -46.6682746 -23.5614617, -46.6683906 -23.5615732, -46.6684279 -23.5615407, -46.6684583 -23.5615142, -46.6683224 -23.5613814, -46.668278 -23.5613381))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,fr:Carrefour Express,,São Paulo,1884,01424-004,Alameda Lorena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6587993 -23.5527487, -46.658758 -23.5528143, -46.6588655 -23.5528841, -46.6588981 -23.5529053, -46.6589389 -23.5528679, -46.658938 -23.5528509, -46.6589375 -23.5528422, -46.658859 -23.5527891, -46.6587993 -23.5527487))",Oxxo,convenience,Oxxo,Q1342538,,,,,,,São Paulo,1937,01301-100,Rua da Consolação,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,6.623,,,,,silver,flat,,,,,,,,,,,,,,,,,,,,,,,,,beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.654014 -23.5433909, -46.6540634 -23.5433903, -46.654065 -23.5434265, -46.6541717 -23.5434242, -46.6542843 -23.5434218, -46.6544196 -23.5434189, -46.6545012 -23.5434172, -46.6544957 -23.543278, -46.6540085 -23.5432904, -46.654014 -23.5433909))",Mambo Supermercados,supermarket,,,,,,,,,São Paulo,777,,Rua Martim Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7917336 -23.6859541, -46.791401 -23.6858779, -46.7912749 -23.6862414, -46.7915163 -23.6863225, -46.7917336 -23.6859541))",,supermarket,,,,,,,,,São Paulo,1020,05879-000,Rua Feitiço da Vila,Valo Velho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.647164 -23.5432007, -46.6466359 -23.5432193, -46.6466382 -23.5433117, -46.6466403 -23.5433983, -46.6466964 -23.5433973, -46.6470324 -23.5433912, -46.6471318 -23.5433894, -46.6471935 -23.5433883, -46.6472268 -23.5433877, -46.6472251 -23.5433158, -46.6472237 -23.543257, -46.6471935 -23.5432581, -46.6471916 -23.5432151, -46.6472226 -23.5432139, -46.6472223 -23.5431987, -46.6471814 -23.5432001, -46.647164 -23.5432007))",Mercado Extra,supermarket,Mercado Extra,Q5422131,,,,Mo-Sa 07:00-22:00; Th 08:00-21:00,,,São Paulo,172,01220-010,Rua Rego Freitas,,2024-03-23,,,,,,,Cia. Brasileira de Distribuição,,,,,,+55 11 3221-4354,,,,,,,,,,,,,,,,,,,,,,,+55 11 3221-4354,http://www.extra.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6403769 -23.5389288, -46.6401072 -23.538766, -46.6400085 -23.5388987, -46.6402753 -23.5390665, -46.640301 -23.5390316, -46.6403264 -23.5389973, -46.6403519 -23.5389627, -46.6403769 -23.5389288))",Extra,supermarket,Extra,Q5422131,,,,,pt:Extra (rede varejista),,São Paulo,452,01206-000,Avenida Rio Branco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6407406 -23.5539898, -46.6407676 -23.5539937, -46.6407837 -23.553899, -46.6406426 -23.5538786, -46.6406383 -23.5538988, -46.6406199 -23.5539723, -46.6407168 -23.5539864, -46.6407406 -23.5539898))",Americanas Express,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,5.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6503078 -23.5316037, -46.6502082 -23.5317352, -46.650176 -23.5317778, -46.6501474 -23.5318155, -46.6500866 -23.5318956, -46.6502075 -23.5319769, -46.6502375 -23.5319366, -46.650276 -23.531961, -46.6503127 -23.5319116, -46.6503415 -23.5319304, -46.6503916 -23.531963, -46.650434 -23.5319078, -46.6506684 -23.5316027, -46.6504286 -23.5314435, -46.6503253 -23.5315807, -46.6503178 -23.5315905, -46.6503078 -23.5316037))",Sacolão Campos Elíseos,supermarket,,,,,,,,,São Paulo,589,01218-012,Alameda Eduardo Prado,,,,,,,,,,http://sacolaocamposeliseos.com.br/,,,,,+55 11 3666-3455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contato@sacolaocamposeliseos.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,10.97,,,,,silver,gabled,,,,,,,,,,,,,,,,,,,,,,,,,#ffc891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6536937 -23.5333237, -46.6537098 -23.533345, -46.6537465 -23.5333935, -46.6538143 -23.5333536, -46.6535899 -23.5330678, -46.6535644 -23.5330822, -46.6535297 -23.5331017, -46.6536458 -23.5332486, -46.6536399 -23.5332526, -46.6536674 -23.533289, -46.6536937 -23.5333237))",Mini Mercado Extra,supermarket,,,,,,"08:00-22:00, Su 10:00-18:00",,,São Paulo,118,01151-000,Rua Brigadeiro Galvão,Campos Elíseos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,6.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6604759 -23.5314619, -46.6604683 -23.531473, -46.6607105 -23.531615, -46.6607157 -23.531618, -46.660777 -23.5315293, -46.6608116 -23.5314789, -46.6607787 -23.5314596, -46.6608086 -23.5314164, -46.6607795 -23.5313993, -46.6608091 -23.5313564, -46.6607793 -23.5313389, -46.6608087 -23.5312963, -46.6607793 -23.531279, -46.6608089 -23.531236, -46.6607778 -23.5312177, -46.6608073 -23.5311749, -46.660777 -23.5311572, -46.6608067 -23.5311142, -46.6607418 -23.5310762, -46.6604759 -23.5314619))",Extra,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,11.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6626235 -23.5357781, -46.6625781 -23.5356814, -46.6624386 -23.5357393, -46.6624077 -23.5357507, -46.6623701 -23.5357678, -46.6623072 -23.5357916, -46.6623448 -23.5358861, -46.6626166 -23.5357807, -46.6626235 -23.5357781))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,,,São Paulo,1061,,Avenida Pacaembu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,5.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6562243 -23.5354938, -46.6560739 -23.5355346, -46.6559407 -23.5355662, -46.6559844 -23.5356278, -46.6563751 -23.5355262, -46.6563452 -23.535461, -46.6562846 -23.5354816, -46.6562243 -23.5354938))",Carrefour,convenience,Carrefour,Q217599,,,,,,,São Paulo,597,01230-001,Rua Doutor Albuquerque Lins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,6.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5868242 -23.4972096, -46.5868886 -23.4972686, -46.587004 -23.4974433, -46.5868278 -23.4975142, -46.5868188 -23.4975178, -46.5866713 -23.4975687, -46.5865699 -23.4974421, -46.586568 -23.4974399, -46.5868153 -23.4972293, -46.5868087 -23.4972228, -46.5868242 -23.4972096))",Mega Dias Supermercado,supermarket,,,,,,"Mo-Sa 08:00-21:00, Su 08:00-14:00",,,São Paulo,3072,02135-000,Avenida Conceição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294618428960605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shed,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,+5511 9 3324-1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6543257 -23.554399, -46.6543077 -23.554441, -46.6544323 -23.5545047, -46.6544554 -23.5544666, -46.6544053 -23.5544405, -46.6543534 -23.5544134, -46.6543257 -23.554399))",Mercado Extra,supermarket,Mercado Extra,Q5422131,,,,Mo-Su 08:00-21:00,pt:Extra (rede varejista),,São Paulo,763,01307-001,Rua Frei Caneca,Bela Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,4.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6490583 -23.551902, -46.6490243 -23.551891, -46.6489824 -23.5518774, -46.6489291 -23.5520156, -46.6488509 -23.5522183, -46.6489122 -23.5522377, -46.6489278 -23.5522426, -46.6489561 -23.5522515, -46.6490242 -23.5522736, -46.6490444 -23.5522801, -46.6490553 -23.5522525, -46.6489388 -23.5522142, -46.6489615 -23.5521554, -46.648975 -23.5521598, -46.6489958 -23.5521059, -46.6489802 -23.5521008, -46.6490123 -23.5520177, -46.6490285 -23.552023, -46.6490411 -23.5519903, -46.6490258 -23.5519853, -46.6490448 -23.5519361, -46.6490464 -23.5519328, -46.6490583 -23.551902))",Mini Extra,convenience,Mini Extra,Q5422131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,3.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6511071 -23.5530849, -46.6510622 -23.5531367, -46.6510931 -23.5531543, -46.6510893 -23.5531601, -46.651134 -23.5531856, -46.6511321 -23.5531884, -46.6511846 -23.5532184, -46.6511985 -23.5532251, -46.6512027 -23.5532188, -46.6512179 -23.5532275, -46.6512278 -23.5532127, -46.6512298 -23.5532138, -46.6512326 -23.5532096, -46.6513354 -23.5532683, -46.6513323 -23.5532728, -46.6512597 -23.5532314, -46.6512554 -23.5532378, -46.6512388 -23.5532283, -46.6512268 -23.5532461, -46.6512645 -23.5532668, -46.6513456 -23.5533114, -46.6513828 -23.5532595, -46.6512207 -23.5531737, -46.6512329 -23.5531567, -46.6511741 -23.5531232, -46.6511071 -23.5530849))",Oxxo,convenience,Oxxo,Q1342538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,7.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6410869 -23.5626118, -46.6409149 -23.5626533, -46.640853 -23.5626682, -46.6409742 -23.5631009, -46.6412076 -23.5630486, -46.6410869 -23.5626118))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,pt:Pão de Açúcar (supermercado brasileiro),,São Paulo,215,01322-010,Rua Pedroso,Bela Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,10.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6027857 -23.4812354, -46.6028658 -23.4813727, -46.6029564 -23.4813252, -46.6028931 -23.481225, -46.6028881 -23.4812208, -46.6028534 -23.4812115, -46.6028467 -23.4812134, -46.6027955 -23.4812319, -46.6027857 -23.4812354))",Loja de Produtos Nordestinos,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,6.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6422538 -23.5749466, -46.6422709 -23.5749092, -46.6420379 -23.5748212, -46.6420062 -23.5748092, -46.6419559 -23.5749113, -46.6422225 -23.5750154, -46.6422489 -23.5749574, -46.6422538 -23.5749466))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,5.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6352692 -23.5872817, -46.6353058 -23.5873103, -46.6353385 -23.5871476, -46.6352892 -23.5871393, -46.6352779 -23.5871297, -46.635352 -23.5870499, -46.6353889 -23.5870103, -46.6354182 -23.5869786, -46.6352638 -23.5868556, -46.6351205 -23.5870759, -46.63511 -23.5871917, -46.6351344 -23.5871923, -46.6351984 -23.5872102, -46.6351946 -23.5872233, -46.6352692 -23.5872817))",Supermercado Vila das Frutas,supermarket,,,,,,,,Unidade Mariana,,38,,Avenida Professor Noé Azevedo,Vila Mariana,,,,only,,,,,https://www.viladasfrutas.com.br/,yes,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,3.96,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
